ESTACIONES,MES,AÑO,PRECIP. MES (mm.),ANOMALIA RESPEC. PROMEDIO CLIMATOLOGICO,% RESPECTO PROMEDIO CLIMATOLOGICO,PREC. ACUM. AÑO AGRIC. (mm.),% RESPECTO PROMEDIO CLIMATOLOGICO,Tª  MÁXIMA ABSOL (ºC),Tª  MINIMA ABSOL. (ºC),TEMP. MEDIA DE MEDIAS (ºC),ANOMALIA (ºC)
SOPEIRA,12,2019,92,33.9,158.3,345.8,142.2,16,-0.9,6.9,2.2
SOPEIRA,5,2019,65.6,-29.5,69,490.6,94,26.8,0.6,14.2,-0.6
SOPEIRA,6,2019,14.8,-54,21.5,505.4,85.5,39.6,4.8,20.5,1.1
SOPEIRA,7,2019,59.4,32.9,224.2,564.8,91.5,37.6,12.1,24.4,1.6
SOPEIRA,8,2019,74.4,22.1,142.3,639.2,95.4,34.9,12.1,23.4,0.9
SOS DEL REY CATOLICO,11,2019,211.2,143.8,313.4,298.6,160.5,18.9,-0.1,7.8,-1.3
SOS DEL REY CATOLICO,1,2019,71.2,17.8,133.3,316.8,106,12.3,-3.2,4.4,-0.8
SOS DEL REY CATOLICO,2,2019,26.3,-12,68.7,343.1,101.7,20.3,-1.8,7.5,1.4
SOS DEL REY CATOLICO,3,2019,9.5,-26.6,26.3,352.6,94.5,23.7,-1.1,9,-0.1
SOS DEL REY CATOLICO,12,2019,81.6,22.2,137.4,380.2,154.9,14.4,-1.6,7.3,1.4
SOS DEL REY CATOLICO,4,2019,74.7,7.6,111.3,427.3,97,20.9,-1.6,10.5,-0.2
SOS DEL REY CATOLICO,9,2019,45.2,-8.2,84.6,45.2,84.6,28.6,6.6,18.7,0.5
SOS DEL REY CATOLICO,5,2019,90,12,115.4,517.3,99.8,27,0.1,13.3,-1.6
SOS DEL REY CATOLICO,6,2019,43.6,-5.4,89,560.9,98.9,38.4,4.1,19.8,0.9
SOS DEL REY CATOLICO,7,2019,42,2.5,106.3,602.9,99.3,35.2,10,22.3,0.5
SOS DEL REY CATOLICO,8,2019,16.8,-14.6,53.5,619.7,97.1,34.2,10,22.4,0.4
SOS DEL REY CATOLICO,10,2019,41.3,-24,63.2,87.4,73.6,26.5,4.9,15,1
TAMARITE DE LITERA,12,2019,39.4,12.8,148.1,159,106.1,17.6,-0.3,8,2.8
TAMARITE DE LITERA,7,2019,22.2,9.3,172.1,321,94.9,38.4,12.4,25.7,0.5
TAMARITE DE LITERA,8,2019,18,-7.2,71.4,339,93.2,38.9,9.7,24.8,0.3
TAMARITE DE LITERA,11,2019,20.4,-14,59.3,119.6,97,22.5,-3.9,8.7,-0.5
TAMARITE DE LITERA,1,2019,12,-9.9,54.8,207.4,120.7,18.4,-7,3.6,-1.6
TAMARITE DE LITERA,2,2019,8.5,-9.3,47.8,215.9,113.9,22.6,-5.6,7.6,0.7
TAMARITE DE LITERA,3,2019,1.6,-19.5,7.6,217.5,103.2,23.6,0.4,11.6,1.2
TAMARITE DE LITERA,4,2019,40.4,-3,93.1,257.9,101.5,25,-0.4,12.8,-0.2
TAMARITE DE LITERA,5,2019,34.2,-10.9,75.8,292.1,97.6,29.5,2.7,16.3,-1.3
TAMARITE DE LITERA,6,2019,6.7,-19.6,25.5,298.8,91.8,41.7,5,22.1,-0.1
TAMARITE DE LITERA,9,2019,8.4,-31.6,21,8.4,21,32,7.2,20.6,0
TAMARITE DE LITERA,10,2019,90.8,41.9,185.7,99.2,111.6,29.9,4.9,16.1,0.5
TARAZONA,5,2019,43.8,-10.2,81.1,279,97.5,28.5,1.7,14.9,-1.6
TARAZONA,8,2019,30.6,6.1,124.9,362,98.7,37.1,11.7,23.3,0.7
TARAZONA,9,2019,16.4,-17.5,48.4,16.4,48.4,28.7,8.2,19.4,0.8
TARAZONA,1,2019,28,5.6,125,162.2,113,16.2,-2.9,6.2,-0.1
TARAZONA,2,2019,5.4,-16.2,25,167.6,101.5,21.7,-0.6,8.6,1.8
TARAZONA,3,2019,8,-11.2,41.7,175.7,95.3,24.4,0.8,10.9,0.5
TARAZONA,4,2019,55.2,7.3,115.2,230.9,99.4,24,-0.1,11.9,-0.6
TARAZONA,6,2019,24.2,-5.4,81.8,303.2,96,41.5,6.5,20.8,0.1
TARAZONA,7,2019,18.4,-8,69.6,331.4,96.8,38.6,12.4,24.1,1.3
TARAZONA,10,2019,28.2,-1.7,94.3,44.6,69.9,28.8,6.6,16.2,1.6
TARAZONA,11,2019,34.8,1.6,104.9,79.4,81.9,22.1,-0.1,10.1,0.7
TARAZONA,12,2019,11.2,-12.9,46.5,90.6,74.8,20.2,-4,8.8,2.5
TERUEL,2,2019,3.8,-12.3,23.6,264,172.3,23,-5.6,7,1.7
TERUEL,8,2019,23.8,-11.4,67.6,418,114,37.7,10.8,23.6,1.6
TERUEL,12,2019,13.6,-5.3,72,102.4,85.4,19,-6.7,6.7,2.5
TERUEL,1,2019,4,-13.2,23.3,260.2,189.8,15.7,-9.4,3.6,-0.1
TERUEL,3,2019,25.4,6.1,131.6,289.4,167.8,25.9,-4.1,8.7,0.5
TERUEL,4,2019,84,46.5,224,373.4,177.8,23.6,-1.7,10.1,0.2
TERUEL,5,2019,10,-44.7,18.3,383.4,144.8,29.8,-0.4,14.1,-0.2
TERUEL,6,2019,4.2,-38.8,9.8,387.6,126,38.8,0.7,19.9,1.2
TERUEL,9,2019,39.4,6.3,119,39.4,119,33.7,7.4,19.3,1.7
TERUEL,7,2019,6.6,-17.1,27.8,394.2,118.9,39.4,11.2,24.2,2
TERUEL,10,2019,32.2,-10.5,75.4,71.6,94.5,29.2,0.9,14.8,2.1
TERUEL,11,2019,17.2,-8,68.3,88.8,87.9,21.2,-4.1,7.7,0.5
TOSOS,1,2019,21.4,-2.2,90.7,214,141.7,16.5,-6,5.6,0.3
TOSOS,4,2019,64.5,18.9,141.4,310,127,22.9,-0.9,11.1,0.4
TOSOS,8,2019,20.3,0.2,101,476,125,37.8,10.4,23.6,1.4
TOSOS,11,2019,70.8,37.8,214.5,123.6,121.8,23.6,0.3,10.1,1.1
TOSOS,12,2019,61.8,35.9,238.6,185.4,145.5,22.1,-5,8.7,2.8
TOSOS,2,2019,12.2,-13.1,48.2,226.2,128.3,23.5,-3.5,8.3,2
TOSOS,3,2019,19.3,-2.9,86.9,245.5,123.7,26.5,-3.5,10.1,0.5
TOSOS,5,2019,75.2,12.8,120.5,385.2,125.7,28.7,-0.4,14.5,-0.7
TOSOS,6,2019,10.3,-24.7,29.4,395.5,115.8,40.2,2.5,21.7,2.3
TOSOS,7,2019,60.2,41.1,315.2,455.7,126.4,38,11.6,24,2.1
TOSOS,10,2019,42.9,6.9,119.2,52.8,77.1,30,5.5,16,2.2
TOSOS,9,2019,9.9,-22.6,30.5,9.9,30.5,32,8.6,19,1.1
VALDERROBRES,10,2019,59.8,-10.4,85.2,118.5,105.8,29.1,3,14.9,0.9
VALDERROBRES,11,2019,22.6,-20.8,52.1,141.1,90.8,22.1,-1.8,9,0.1
VALDERROBRES,12,2019,77.8,38.8,199.5,221.3,113.8,21.9,-4,7.7,1.6
VALDERROBRES,1,2019,10.8,-27.2,28.4,322.9,138.9,16.4,-6.3,4.8,-0.5
VALDERROBRES,2,2019,0.4,-30,1.3,323.3,123,22,-5,7.1,0.7
VALDERROBRES,3,2019,9.2,-21.5,30,332.5,113.3,24.5,-2.3,9.2,0.1
VALDERROBRES,4,2019,43.4,-7.5,85.3,375.9,109.1,23.6,-1.7,11.3,-0.2
VALDERROBRES,5,2019,24.8,-38.5,39.2,406.4,99.7,28.4,-0.1,15.1,-0.1
VALDERROBRES,6,2019,0,-40.2,0,406.4,90.7,40.5,3.7,20.7,0.9
VALDERROBRES,7,2019,37.8,20.4,217.2,444.3,95.5,38.3,10.8,24.4,1.6
VALDERROBRES,8,2019,10.6,-24.5,30.2,455.5,91,37.9,9,23.5,1.1
VALDERROBRES,9,2019,56.4,14.6,134.9,56.4,134.9,30.8,6.7,18.8,0.3
VALMADRID,9,2019,1,-30.4,3.2,1,3.2,32.2,9.3,20.2,-1
VALMADRID,10,2019,17,-23.5,42,18,25,28.9,5.3,16.6,1.1
VALMADRID,5,2019,71.2,16.7,130.6,298,93.7,29.3,5,15.5,-1.5
VALMADRID,1,2019,25.4,-2.4,91.4,159.6,93.4,15.8,-1.7,6.4,-0.2
VALMADRID,2,2019,6.6,-20.2,24.6,166.2,84.1,20.5,-1.2,8.6,0.4
VALMADRID,3,2019,15.6,-10.3,60.2,181.8,81.3,23.6,0.4,11.1,-0.5
VALMADRID,4,2019,45,5,112.5,226.8,86,23,0.5,12,-1
VALMADRID,6,2019,5.8,-35.1,14.2,303.8,84.6,40.8,4.7,21.3,-0.7
VALMADRID,7,2019,34.6,14.3,170.4,338.4,89.2,38.6,13.5,25,1
VALMADRID,8,2019,21.8,-1.1,95.2,360.2,89.6,37.6,13.4,24.3,1.3
VALMADRID,11,2019,47.6,8.9,123,65.6,59.3,24,1.7,9.9,-0.7
VALMADRID,12,2019,34,1.5,104.6,99.6,69.6,18.7,-3.9,8.6,1.6
ZARAGOZA,10,2019,26.4,-10,72.5,28,42.5,29.3,9.1,18.3,2.1
ZARAGOZA,9,2019,1.6,-27.9,5.4,1.6,5.4,32.2,12.7,22.3,1.1
ZARAGOZA,1,2019,20.2,-0.8,96.2,129.6,93.8,16.4,-4.9,6.9,0.3
ZARAGOZA,2,2019,2.1,-19.4,9.8,131.7,82.5,25.5,-0.5,9.9,1.7
ZARAGOZA,3,2019,13.6,-5.5,71.2,145.3,81.3,25,1.7,12.8,1.2
ZARAGOZA,4,2019,33.6,-5.7,85.5,178.9,82.1,26.1,1.8,14.1,0.3
ZARAGOZA,5,2019,39,-4.7,89.2,217.9,83.3,30.8,6.3,17.7,-0.3
ZARAGOZA,6,2019,7.6,-18.8,28.8,225.5,78.3,43.2,8,24.2,1.6
ZARAGOZA,7,2019,26.6,9.3,153.8,252.1,82.5,40.9,15.8,27.1,1.8
ZARAGOZA,8,2019,28,11.4,168.7,280.1,87,39.9,15.4,26.6,1.6
ZARAGOZA,11,2019,45.8,16,153.7,73.8,77.1,25.1,1.8,11.3,0.7
ZARAGOZA,12,2019,26,4.6,121.5,99.8,85.2,19.3,0,9.2,2.2
